INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-07-25','2006-11-03','989 994 8328','Port Sudan','SD','active',1);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-03-28','2026-04-01','670 932 2961','Wangshi','CN','compromised',182);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-02-11','2013-11-13','196 160 1606','Coripata','BO','undercover',183);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-06-13','2025-01-12','144 860 4430','Donja Brela','HR','interception',184);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-05-18','2024-11-18','585 285 4867','Plyeshchanitsy','BY','compromised',185);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-03-04','2021-11-02','983 537 4803','Rezh','RU','undercover surveillance',186);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-02-27','2034-02-06','457 204 7522','Lumbang','PH','covert',187);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-07-26','2007-12-26','836 707 0503','Huaping','CN','extraction',188);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-10-08','2029-07-09','742 289 8085','Port Sudan','SD','cancelled',189);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-01-19','2033-06-20','656 666 8230','Baihe','CN','active',190);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-01-09','2030-03-16','883 463 1453','Namwala','ZM','cancelled',191);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-08-13','2028-10-14','728 298 7315','Zhagang','CN','undercover',192);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-07-30','2020-11-07','900 158 8590','Port Sudan','SD','delayed',193);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-05-03','2025-08-26','976 447 8817','Masis','AM','completed',194);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-11-13','2029-02-12','840 774 4764','Gannan','CN','cancelled',195);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-10-07','2013-02-26','957 435 1254','Shuangjie','CN','covert',196);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-10','2028-12-21','715 580 3168','Zhabagly','KZ','rescue',197);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-02-16','2034-04-12','291 437 7510','Guanshan','CN','extraction',198);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-11-07','2035-01-18','812 176 1933','Evansville','US','reconnaissance',199);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-05-09','2032-02-17','962 635 4846','Tiztoutine','MA','covert action',200);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-08-28','2020-07-12','975 885 4635','Kohlu','PK','rescue',201);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-12-26','2026-12-04','848 448 0445','Zyuzino','RU','surveillance',202);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-05-04','2010-04-22','800 837 4566','Yongjiahe','CN','cancelled',203);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-10-14','2020-06-18','685 439 5958','Chamni','TH','undercover',204);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-03-01','2009-01-07','704 343 3664','Sypniewo','PL','surveillance',205);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-02-07','2014-01-02','625 968 3025','Vlissingen','NL','high priority',206);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-07-02','2021-01-15','400 194 3927','Port Sudan','SD','reconnaissance',207);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2017-03-26','2024-12-04','658 627 9467','Muladbucad','PH','rescue',208);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-07-06','2034-03-08','874 329 8361','Ratenggoji','ID','reconnaissance',209);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-01-11','2013-07-26','132 401 4924','Port Sudan','SD','counterintelligence',210);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-11-03','2006-11-04','553 750 1630','San Luis Jilotepeque','GT','compromised',211);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-10-22','2025-03-02','197 949 6877','Damaturu','NG','interception',212);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2011-06-08','2028-11-12','399 259 7983','Torreira','PT','high priority',213);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-06-11','2013-11-21','654 759 5152','Balakliya','UA','compromised',214);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-09-04','2032-06-29','423 603 3758','Port Sudan','SD','reconnaissance',215);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-10-31','2025-12-10','554 123 5250','Salta','AR','covert action',216);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-04-17','2026-09-17','269 346 0637','Port Sudan','SD','rescue',217);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-08-02','2007-05-18','212 161 8704','Haitang','CN','surveillance',218);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-03-25','2013-09-01','400 978 1637','Lipce Reymontowskie','PL','extraction',219);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-11-30','2026-08-21','997 188 4756','Taihe Chengguanzhen','CN','under review',220);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-03-27','2009-03-13','335 238 2296','Palcza','PL','interception',221);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-01-10','2018-12-20','419 768 9396','Semibratovo','RU','covert action',222);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-07-19','2030-01-11','612 416 5794','Minneapolis','US','high priority',223);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2007-05-15','2034-12-08','303 272 7275','Ulcinj','ME','completed',224);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-06-18','2024-07-11','672 691 5053','Helie','CN','completed',225);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-07-25','2025-07-27','915 203 0214','Shirokovskiy','RU','under review',226);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-03-01','2012-08-14','374 307 1527','Mgachi','RU','covert action',227);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-03-06','2018-08-08','914 646 6362','San Agustin','PH','ongoing',228);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2016-09-07','2028-03-07','672 833 3931','Port Sudan','SD','delayed',229);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-08-23','2011-11-07','532 410 7398','Uppsala','SE','high priority',230);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2022-12-21','2026-02-28','322 280 8301','Port Sudan','SD','compromised',231);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2018-04-06','2013-05-27','385 975 0860','Ngarus','ID','rescue',232);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2005-02-03','2011-03-20','571 569 3493','Port Sudan','SD','reconnaissance',233);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2012-04-09','2030-04-19','474 955 9866','Tanahwurung','ID','undercover',234);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-01-20','2024-08-30','578 676 9070','Kudus','ID','compromised',235);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-03-16','2019-04-10','219 413 7855','Esperantina','BR','active',236);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2010-02-05','2026-02-10','752 538 9327','Ngajum','ID','interception',237);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-01-28','2009-05-15','487 792 0603','Basqal','AZ','cancelled',238);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2020-01-10','2020-03-01','172 142 4611','Port Sudan','SD','covert action',239);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2009-08-13','2012-03-27','978 908 5746','Vahdat','TJ','ongoing',240);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-02-22','2024-08-29','717 173 9187','Prengtale','ID','counterintelligence',241);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2014-06-15','2027-08-26','510 209 2330','Palompon','PH','cancelled',242);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-08-06','2016-01-31','893 473 9415','Cinagrog Girang','ID','cancelled',243);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2015-02-26','2014-06-27','236 445 5345','Stavyshche','UA','compromised',244);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2024-01-26','2008-02-21','224 959 5687','Shangsanji','CN','interception',245);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-05-27','2010-01-02','324 343 1906','Tarczyn','PL','under review',246);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2008-08-06','2030-11-22','501 291 5068','Ban Nahin','LA','undercover surveillance',247);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-08-03','2024-11-06','450 985 9069','Saint Hubert','MU','active',248);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2023-01-16','2029-02-27','394 451 7217','Port Sudan','SD','delayed',249);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-01-08','2034-06-20','286 719 2424','Aconibe','GQ','ongoing',250);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2019-04-15','2023-04-10','706 614 6251','North Shore','NZ','rescue',251);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-06-17','2018-03-07','991 861 8317','Kebon Tengah','ID','reconnaissance',252);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2021-12-28','2019-05-02','414 850 6155','Ebetsu','JP','reconnaissance',253);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2006-12-16','2029-01-06','980 112 4961','Kaishantun','CN','undercover surveillance',254);
INSERT INTO missions(start_date, end_date, general_description, city, country, mstatus, tid) VALUES('2013-08-24','2030-07-01','889 173 8718','Lukolela','CD','compromised',255);
